Subfamily,Genus Name Pub,Species Name Pub,Status,Exotic,Island Name,Island Group,Archipelago,Biogeographic realm,Lat,Long
Ponerinae,Ponera,bishamon,Island Only,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Ponerinae,Ponera,bishamon,Island Only,Native,Tarama,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.656982,124.699288
Ponerinae,Ponera,bishamon,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Ponerinae,Ponera,bishamon,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Ponerinae,Ponera,bishamon,Island Only,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Proceratiinae,Discothyrea,kamiteta,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Ponerinae,Ponera,japonica,Land + Island,Native,Okushiri-to,-,Hokkaido,Temperate Northern Pacific,42.155913,139.473362
Ponerinae,Ponera,japonica,Land + Island,Native,Oshima (Hokkaido),-,Hokkaido,Temperate Northern Pacific,41.507511,139.35432
Ponerinae,Ponera,japonica,Land + Island,Native,Miya-jima,-,-,Temperate Northern Pacific,34.271879,132.303217
Ponerinae,Ponera,japonica,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Ponerinae,Ponera,japonica,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Ponerinae,Ponera,japonica,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Ponerinae,Ponera,japonica,Land + Island,Native,Dogo,-,Oki Islands,Temperate Northern Pacific,36.251121,133.279261
Ponerinae,Ponera,japonica,Land + Island,Native,Kinkasan,-,-,Temperate Northern Pacific,38.292899,141.568819
Ponerinae,Ponera,japonica,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Ponerinae,Ponera,japonica,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Ponerinae,Ponera,japonica,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Ponerinae,Ponera,japonica,Land + Island,Native,Mikura-jima,-,Izu Islands,Temperate Northern Pacific,33.874735,139.603227
Ponerinae,Ponera,japonica,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Ponerinae,Ponera,japonica,Land + Island,Native,Aogashima,-,Izu Islands,Temperate Northern Pacific,32.457165,139.767026
Ponerinae,Ponera,kohmoku,Island Only,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Ponerinae,Ponera,kohmoku,Island Only,Native,Naka-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.798638,129.827719
Ponerinae,Ponera,kohmoku,Island Only,Native,Shimo-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.688628,129.720072
Ponerinae,Ponera,kohmoku,Island Only,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Ponerinae,Ponera,kohmoku,Island Only,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Ponerinae,Ponera,kohmoku,Island Only,Native,Kuchinoerabu-jima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.455885,130.209712
Ponerinae,Ponera,scabra,Land + Island,Native,Tobishima,-,-,Temperate Northern Pacific,32.59608,130.494628
Ponerinae,Ponera,scabra,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Ponerinae,Ponera,scabra,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Ponerinae,Ponera,scabra,Land + Island,Native,Jogashima,-,-,Temperate Northern Pacific,32.945141,132.449153
Ponerinae,Ponera,scabra,Land + Island,Native,Kinkasan,-,-,Temperate Northern Pacific,38.292899,141.568819
Ponerinae,Ponera,scabra,Land + Island,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Ponerinae,Ponera,scabra,Land + Island,Native,Shimo-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.688628,129.720072
Ponerinae,Ponera,scabra,Land + Island,Native,Fukuejima,-,Goto Islands,Temperate Northern Pacific,32.683948,128.745266
Ponerinae,Ponera,scabra,Land + Island,Native,Nokonoshima,Hakata Bay Islands,Kyushu,Temperate Northern Pacific,33.621244,130.304145
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Ponerinae,Ponera,scabra,Land + Island,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Ponerinae,Ponera,scabra,Land + Island,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Ponerinae,Ponera,scabra,Land + Island,Native,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Ponerinae,Ponera,scabra,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Ponerinae,Ponera,scabra,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Ponerinae,Ponera,scabra,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Ponerinae,Ponera,scabra,Land + Island,Native,To,-,Izu Islands,Temperate Northern Pacific,34.522303,139.279106
Ponerinae,Ponera,scabra,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Ponerinae,Ponera,scabra,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Ponerinae,Ponera,swezeyi,Land + Island,Exotic,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Ponerinae,Ponera,swezeyi,Land + Island,Exotic,Haha-jima,Haha-jima Group,Ogasawara Islands,Central Indo-Pacific,26.667203,142.157199
Ponerinae,Ponera,takaminei,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Ponerinae,Ponera,takaminei,Island Only,Native,Kouri-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.70681,128.017522
Ponerinae,Ponera,takaminei,Island Only,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Ponerinae,Ponera,takaminei,Island Only,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Ponerinae,Ponera,takaminei,Island Only,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Ponerinae,Ponera,takaminei,Island Only,Native,Shimoji-shima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,32.87245,129.033348
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Ponerinae,Ponera,takaminei,Island Only,Native,Tarama,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.656982,124.699288
Ponerinae,Ponera,tamon,Island Only,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Ponerinae,Ponera,tamon,Island Only,Native,Kuchino-shima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.972314,129.922578
Ponerinae,Ponera,tamon,Island Only,Native,Nakanoshima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.848849,129.871098
Ponerinae,Ponera,tamon,Island Only,Native,Takara-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.146641,129.207673
Ponerinae,Ponera,tamon,Island Only,Native,Yokoate-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,28.798824,128.990909
Ponerinae,Ponera,tamon,Island Only,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Ponerinae,Ponera,tamon,Island Only,Native,Kakeromajima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.123869,129.257393
Ponerinae,Ponera,tamon,Island Only,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Ponerinae,Ponera,tamon,Island Only,Native,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Ponerinae,Ponera,tamon,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Ponerinae,Ponera,tamon,Island Only,Native,Izena-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.933249,127.936596
Ponerinae,Ponera,tamon,Island Only,Native,Sesoko,-,Okinawa Islands,Temperate Northern Pacific,26.643909,127.864001
Ponerinae,Ponera,tamon,Island Only,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Ponerinae,Ponera,tamon,Island Only,Native,Hamahiga,-,Okinawa Islands,Temperate Northern Pacific,26.319881,127.958071
Ponerinae,Ponera,tamon,Island Only,Native,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Ponerinae,Ponera,tamon,Island Only,Native,Tsuken,Yokatsu Islands,Okinawa Islands,Temperate Northern Pacific,26.252339,127.941502
Ponerinae,Ponera,tamon,Island Only,Native,Kudaka,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.161523,127.894221
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Ponerinae,Ponera,tamon,Island Only,Native,Yagaji-shima,-,Okinawa Islands,Temperate Northern Pacific,26.663641,128.01317
Ponerinae,Ponera,tamon,Island Only,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Ponerinae,Ponera,tamon,Island Only,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Ponerinae,Ponera,tamon,Island Only,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Ponerinae,Ponera,tamon,Island Only,Native,Ikema-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.930295,125.243101
Ponerinae,Ponera,tamon,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Ponerinae,Ponera,tamon,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Ponerinae,Ponera,tamon,Island Only,Native,Taketomi-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.325062,124.088119
Ponerinae,Ponera,tamon,Island Only,Native,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Dorylinae,Lioponera,daikoku,Island Only,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Ikema-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.930295,125.243101
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Iwotori-shima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,33.782704,131.970591
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Dorylinae,Parasyscia,hashimotoi,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Dorylinae,Parasyscia,hashimotoi,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Kitadaito-jima,-,Daito Islands,Temperate Northern Pacific,25.94437,131.307262
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Kudaka,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.161523,127.894221
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Kurima-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.237904,124.010534
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Minami-Daito,-,Daito Islands,Temperate Northern Pacific,25.843178,131.242729
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Dorylinae,Syscia,humicola,Land + Island,Native,Miya-jima,-,-,Temperate Northern Pacific,34.271879,132.303217
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Dorylinae,Lioponera,daikoku,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Sesoko,-,Okinawa Islands,Temperate Northern Pacific,26.643909,127.864001
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Shimoji-shima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,32.87245,129.033348
Proceratiinae,Discothyrea,sauteri,Land + Island,Native,Uotsuri-jima,-,Senkaku Islands,Temperate Northern Pacific,32.801402,132.489667
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Tsuken,Yokatsu Islands,Okinawa Islands,Temperate Northern Pacific,26.252339,127.941502
Dorylinae,Syscia,humicola,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Yagaji-shima,-,Okinawa Islands,Temperate Northern Pacific,26.663641,128.01317
Dorylinae,Ooceraea,biroi,Land + Island,Exotic,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Dorylinae,Aenictus,lifuiae,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Dorylinae,Aenictus,lifuiae,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Leptanillinae,Protanilla,lini,Island Only,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Leptanillinae,Protanilla,lini,Island Only,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Leptanillinae,Protanilla,izanagi,Island Only,Native,Kyushu,-,Kyushu,Temperate Northern Pacific,32.59,130.8
Leptanillinae,Protanilla,lini,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Leptanillinae,Protanilla,lini,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Leptanillinae,Protanilla,lini,Island Only,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Leptanillinae,Protanilla,lini,Island Only,Native,Uotsuri-jima,-,Senkaku Islands,Temperate Northern Pacific,32.801402,132.489667
Leptanillinae,Protanilla,lini,Island Only,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Leptanillinae,Leptanilla,morimotoi,Island Only,Native,Kyushu,-,Kyushu,Temperate Northern Pacific,32.59,130.8
Proceratiinae,Proceratium,itoi,Land + Island,Native,Shikine,-,Izu Islands,Temperate Northern Pacific,34.220003,134.612355
Leptanillinae,Leptanilla,morimotoi,Island Only,Native,Kyushu,-,Kyushu,Temperate Northern Pacific,32.59,130.8
Leptanillinae,Leptanilla,oceanica,Island Only,Native,Muko-jima,Mukojima Group,Ogasawara Islands,Central Indo-Pacific,26.603303,142.129542
Leptanillinae,Leptanilla,okinawensis,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Leptanillinae,Leptanilla,kubotai,Island Only,Native,Shikoku,-,Shikoku,Temperate Northern Pacific,33.662249,133.465979
Leptanillinae,Leptanilla,tanakai,Island Only,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Pseudomyrmecinae,Tetraponera,attenuata,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Proceratiinae,Proceratium,itoi,Land + Island,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Strumigenys,alecto,Island Only,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Strumigenys,benten,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Strumigenys,benten,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Strumigenys,benten,Island Only,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Myrmicinae,Strumigenys,benten,Island Only,Native,Kinkasan,-,-,Temperate Northern Pacific,38.292899,141.568819
Myrmicinae,Strumigenys,benten,Island Only,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Strumigenys,benten,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,benten,Island Only,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Amblyoponinae,Stigmatomma,caliginosum,Island Only,Native,Kyushu,-,Kyushu,Temperate Northern Pacific,32.59,130.8
Proceratiinae,Proceratium,itoi,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,benten,Island Only,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Myrmicinae,Strumigenys,benten,Island Only,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Myrmicinae,Strumigenys,benten,Island Only,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Strumigenys,benten,Island Only,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Strumigenys,canina,Land + Island,Native,Aino-shima,-,Kyushu,Temperate Northern Pacific,34.50782,131.28107
Myrmicinae,Strumigenys,canina,Land + Island,Native,Genkai-jima,-,Kyushu,Temperate Northern Pacific,33.688935,130.231689
Myrmicinae,Strumigenys,canina,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Myrmicinae,Strumigenys,canina,Land + Island,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Myrmicinae,Strumigenys,canina,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Proceratiinae,Proceratium,itoi,Land + Island,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Myrmicinae,Strumigenys,canina,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Strumigenys,canina,Land + Island,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Myrmicinae,Strumigenys,canina,Land + Island,Native,Togashima,-,-,Temperate Northern Pacific,26.188553,127.356214
Myrmicinae,Strumigenys,canina,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Strumigenys,circothrix,Island Only,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Myrmicinae,Strumigenys,circothrix,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Strumigenys,circothrix,Island Only,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Myrmicinae,Strumigenys,circothrix,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,circothrix,Island Only,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Proceratiinae,Proceratium,itoi,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Aogashima,-,Izu Islands,Temperate Northern Pacific,32.457165,139.767026
Myrmicinae,Strumigenys,hexamera,Land + Island,Exotic,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Izena-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.933249,127.936596
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Kitadaito-jima,-,Daito Islands,Temperate Northern Pacific,25.94437,131.307262
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Kuroko-shima,-,Kyushu,Temperate Northern Pacific,32.600108,128.834772
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Minami-Daito,-,Daito Islands,Temperate Northern Pacific,25.843178,131.242729
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Proceratiinae,Proceratium,itoi,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Myrmicinae,Strumigenys,hexamera,Land + Island,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,To,-,Izu Islands,Temperate Northern Pacific,34.522303,139.279106
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Proceratiinae,Proceratium,itoi,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,hirashimai,Island Only,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Myrmicinae,Strumigenys,hiroshimensis,Island Only,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Strumigenys,hiroshimensis,Island Only,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Strumigenys,incerta,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Strumigenys,incerta,Land + Island,Native,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Myrmicinae,Strumigenys,incerta,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Strumigenys,incerta,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Strumigenys,incerta,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Strumigenys,japonica,Land + Island,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Strumigenys,japonica,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,japonica,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Strumigenys,kichijo,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,leptothrix,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Strumigenys,leptothrix,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
